item_id,dept_id,cat_id,store_id,state_id,date,sales,event_name_1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-01,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-02,3,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-03,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-04,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-05,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-06,6,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-07,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-08,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-09,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-10,11,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-11,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-12,5,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-13,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-14,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-15,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-16,6,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-17,9,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-18,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-19,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-20,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-21,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-22,6,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-23,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-24,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-25,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-26,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-27,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-28,6,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-29,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2015-01-30,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-01,5,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-02,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-03,6,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-04,1,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-05,5,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-06,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-07,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-08,12,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-09,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-10,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-11,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-12,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-13,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-14,3,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-15,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-16,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-17,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-18,6,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-19,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-20,10,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-21,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-22,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-23,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-24,9,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-25,9,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-26,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-27,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-28,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-29,10,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2015-01-30,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-01,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-02,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-03,10,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-04,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-05,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-06,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-07,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-08,3,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-09,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-10,9,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-11,11,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-12,2,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-13,9,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-14,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-15,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-16,11,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-17,10,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-18,3,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-19,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-20,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-21,6,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-22,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-23,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-24,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-25,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-26,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-27,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-28,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-29,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,2015-01-30,7,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-01,3,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-02,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-03,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-04,2,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-05,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-06,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-07,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-08,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-09,0,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-10,9,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-11,6,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-12,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-13,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-14,6,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-15,7,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-16,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-17,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-18,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-19,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-20,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-21,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-22,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-23,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-24,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-25,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-26,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-27,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-28,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-29,7,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_3,TX,2015-01-30,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-01,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-02,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-03,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-04,6,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-05,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-06,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-07,1,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-08,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-09,6,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-10,7,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-11,1,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-12,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-13,1,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-14,4,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-15,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-16,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-17,5,SuperBowl
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-18,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-19,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-20,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-21,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-22,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-23,5,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-24,5,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-25,11,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-26,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-27,4,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-28,7,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-29,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,2015-01-30,8,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-01,4,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-02,11,NPI_Launch_Q1
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-03,2,ServiceCampaign_A
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-04,3,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-05,2,
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_3,WI,2015-01-06,5,ServiceCampaign_A
